Algorithm,Accuracy
COPOD,0.4108163731935107
COPOD,0.0
COPOD,0.353225820071275
COPOD,0.4109106394070855
COPOD,0.7304576199634718
COPOD,0.5000379036556275
COPOD,0.773584024676704
COPOD,0.645551357921514
COPOD,0.6979081983823118
COPOD,0.3874852045427253
COPOD,0.3688403961405251
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1330411291900836
COPOD,0.1777903528906206
COPOD,0.1808933086632096
COPOD,0.3682654990837185
COPOD,0.1013288545129736
COPOD,0.2669772977771246
COPOD,0.0
COPOD,0.1750571316219387
COPOD,0.0
COPOD,0.0821088978522699
COPOD,0.2276298099638742
COPOD,0.0751072837773147
COPOD,0.0
COPOD,0.0
COPOD,0.1039804363965138
COPOD,0.345999964250019
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.09286445576783
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0813963247008291
COPOD,0.4655473412864347
COPOD,0.0
COPOD,0.0
DeepAnT,0.0
DeepAnT,0.0511349259508422
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.101813217315347
DeepAnT,0.0710319589307618
DeepAnT,0.3683602072513169
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.157369281318879
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.635245429616484
DeepAnT,0.058345076110764
DeepAnT,0.0
DeepAnT,0.1260379113882061
DeepAnT,0.0
DeepAnT,0.006684697815867
DeepAnT,0.0149967780159979
DeepAnT,0.0
DeepAnT,0.3016302936273631
DeepAnT,0.7142642536535851
DeepAnT,0.7377601356847535
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.6874242769876542
DeepAnT,0.4530083037792806
DeepAnT,0.2339206954087999
DeepAnT,0.6153176840325116
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.1409346770569018
DeepAnT,0.2017406023827017
DeepAnT,0.4682173163747775
DeepAnT,0.217126963215263
DeepAnT,0.4686054067035627
DeepAnT,0.0
DeepAnT,0.2584948589788695
DeepAnT,0.1694192700456191
DeepAnT,0.4629458185198467
DeepAnT,0.3756339704994941
DeepAnT,0.0153962523709276
DeepAnT,0.3951061006938006
DeepAnT,0.8071520819975102
DeepAnT,0.0
DeepAnT,0.0107070787228792
DeepAnT,0.4627666592794803
DeepAnT,0.0
DeepAnT,0.3077947953262087
DeepAnT,0.0328763889692153
DeepAnT,0.0
DeepAnT,0.0
DeepAnT,0.5063519649229515
DeepAnT,0.1243026880946382
DeepAnT,0.173651598019086
DeepAnT,0.3497917456289056
DeepAnT,0.0
DeepAnT,0.055697566610968
DeepAnT,0.0
DeepAnT,0.4468203558516363
DeepAnT,0.0
DeepAnT,0.5320764023337271
DeepAnT,0.2753672554973527
DeepAnT,0.496837178570584
DeepAnT,0.4066435116731435
DeepAnT,0.6465146121155126
DeepAnT,0.8499104348926494
DeepAnT,0.2524619839000521
DeepAnT,0.6791252401800212
DeepAnT,0.0
DeepAnT,0.2051262330833602
DeepAnT,0.2894818006079176
DeepAnT,0.0
DeepAnT,0.1295656773719345
DeepAnT,0.5131005880983006
DeepAnT,0.3278305228907899
